config,instance,seed,score,segments,time_s,GA+LS,improvement
Balancuar,uk_tv,7,2253,26,47.64,2266,13
Balancuar,uk_tv,8,2264,26,47.75,2266,2
Balancuar,uk_tv,9,2256,26,55.33,2266,10
Balancuar,uk_tv,10,2266,26,55.66,2266,0
Default,us_iptv,1,4558,46,299.76,4558,0
Default,us_iptv,2,4558,46,300.42,4558,0
Default,us_iptv,3,4558,46,300.72,4558,0
Default,us_iptv,4,4558,46,299.94,4558,0
Default,us_iptv,5,4558,46,300.37,4558,0
Default,us_iptv,6,4561,46,300.36,4561,0
Default,us_iptv,7,4576,46,300.35,4577,1
Default,us_iptv,8,4558,46,300.27,4558,0
Default,us_iptv,9,4558,46,299.81,4558,0
Default,us_iptv,10,4574,46,299.86,4574,0
Explorues,us_iptv,1,4558,46,300.25,4558,0
Explorues,us_iptv,2,4558,46,299.87,4558,0
Explorues,us_iptv,3,4558,46,300.34,4558,0
Explorues,us_iptv,4,4558,46,299.8,4558,0
Explorues,us_iptv,5,4558,46,300.36,4558,0
Explorues,us_iptv,6,4570,46,300.06,4570,0
Explorues,us_iptv,7,4583,46,300.49,4585,2
Explorues,us_iptv,8,4558,46,299.94,4558,0
Explorues,us_iptv,9,4558,46,299.82,4558,0
Explorues,us_iptv,10,4575,46,300.2,4575,0
Intensiv,us_iptv,1,4558,46,299.9,4558,0
Intensiv,us_iptv,2,4558,46,300.02,4558,0
Intensiv,us_iptv,3,4558,46,299.95,4558,0
Intensiv,us_iptv,4,4558,46,300.23,4558,0
Intensiv,us_iptv,5,4583,46,300.48,4583,0
Intensiv,us_iptv,6,4570,46,300.7,4571,1
Intensiv,us_iptv,7,4575,46,299.9,4576,1
Intensiv,us_iptv,8,4558,46,300.39,4558,0
Intensiv,us_iptv,9,4558,46,299.8,4558,0
Intensiv,us_iptv,10,4574,46,300.36,4575,1
Balancuar,us_iptv,1,4558,46,300.34,4558,0
Balancuar,us_iptv,2,4558,46,299.86,4558,0
Balancuar,us_iptv,3,4558,46,300.19,4558,0
Balancuar,us_iptv,4,4558,46,300.52,4558,0
Balancuar,us_iptv,5,4567,46,299.95,4568,1
Balancuar,us_iptv,6,4573,46,300.14,4573,0
Balancuar,us_iptv,7,4588,46,300.18,4588,0
Balancuar,us_iptv,8,4558,46,300.35,4558,0
Balancuar,us_iptv,9,4558,46,299.96,4558,0
Balancuar,us_iptv,10,4574,46,300.63,4575,1
Default,usa_tv,1,3572,35,283.04,3574,2
Default,usa_tv,2,3572,35,213.98,3574,2
Default,usa_tv,3,3572,35,267.9,3574,2
Default,usa_tv,4,3572,35,260.92,3574,2
Default,usa_tv,5,3572,35,198.3,3574,2
Default,usa_tv,6,3572,35,245.71,3575,3
Default,usa_tv,7,3575,35,279.86,3577,2
Default,usa_tv,8,3572,35,180.58,3574,2
Default,usa_tv,9,3576,35,299.18,3578,2
Default,usa_tv,10,3576,35,201.64,3578,2
Explorues,usa_tv,1,3572,35,232.22,3574,2
Explorues,usa_tv,2,3573,35,236.92,3574,1
Explorues,usa_tv,3,3572,35,268.72,3575,3
Explorues,usa_tv,4,3572,35,277.36,3574,2
Explorues,usa_tv,5,3576,35,286.36,3576,0
Explorues,usa_tv,6,3576,35,263.12,3576,0
Explorues,usa_tv,7,3572,35,231.44,3577,5
Explorues,usa_tv,8,3572,35,229.88,3574,2
Explorues,usa_tv,9,3576,35,287.65,3578,2
Explorues,usa_tv,10,3578,34,271.26,3578,0
Intensiv,usa_tv,1,3572,35,135.16,3574,2
Intensiv,usa_tv,2,3574,35,227.89,3574,0
Intensiv,usa_tv,3,3572,35,299.46,3574,2
Intensiv,usa_tv,4,3572,35,289.27,3574,2
Intensiv,usa_tv,5,3573,35,296.19,3575,2
Intensiv,usa_tv,6,3577,35,164.23,3579,2
Intensiv,usa_tv,7,3578,35,285.63,3578,0
Intensiv,usa_tv,8,3575,35,264.94,3575,0
Intensiv,usa_tv,9,3578,35,299.49,3578,0
Intensiv,usa_tv,10,3576,35,299.45,3578,2
Balancuar,usa_tv,1,3574,35,299.78,3574,0
Balancuar,usa_tv,2,3572,35,299.51,3574,2
Balancuar,usa_tv,3,3572,35,280.92,3575,3
Balancuar,usa_tv,4,3572,35,291.64,3574,2
Balancuar,usa_tv,5,3572,35,293.53,3574,2
Balancuar,usa_tv,6,3572,35,290.47,3574,2
Balancuar,usa_tv,7,3575,35,299.44,3577,2
Balancuar,usa_tv,8,3575,35,298.92,3577,2
Balancuar,usa_tv,9,3576,35,291.4,3578,2
Balancuar,usa_tv,10,3576,35,296.7,3578,2
Default,youtube_gold,1,100292,3084,299.81,100370,78
Default,youtube_gold,2,100422,3092,299.81,100494,72
Default,youtube_gold,3,100296,3082,299.47,100374,78
Default,youtube_gold,4,100290,3084,299.81,100368,78
Default,youtube_gold,5,100297,3084,299.81,100397,100
Default,youtube_gold,6,100302,3084,299.6,100380,78
Default,youtube_gold,7,100373,3086,299.47,100452,79
Default,youtube_gold,8,100563,3098,299.55,100632,69
Default,youtube_gold,9,100290,3084,299.81,100350,60
Default,youtube_gold,10,100290,3084,299.92,100368,78
Explorues,youtube_gold,1,100302,3084,299.53,100378,76
Explorues,youtube_gold,2,100290,3084,299.81,100368,78
Explorues,youtube_gold,3,100306,3083,299.56,100394,88
Explorues,youtube_gold,4,100290,3084,299.8,100368,78
Explorues,youtube_gold,5,100318,3086,299.81,100390,72
Explorues,youtube_gold,6,100292,3084,299.81,100370,78
Explorues,youtube_gold,7,100425,3090,299.83,100504,79
Explorues,youtube_gold,8,100290,3084,299.81,100362,72
Explorues,youtube_gold,9,100294,3084,299.85,100372,78
Explorues,youtube_gold,10,100294,3084,299.81,100363,69
Intensiv,youtube_gold,1,100298,3082,299.81,100376,78
Intensiv,youtube_gold,2,100439,3092,299.47,100511,72
Intensiv,youtube_gold,3,100310,3084,299.8,100382,72
Intensiv,youtube_gold,4,100299,3084,299.83,100377,78
Intensiv,youtube_gold,5,100304,3084,299.81,100382,78
Intensiv,youtube_gold,6,100374,3088,299.81,100465,91
Intensiv,youtube_gold,7,100487,3092,299.8,100560,73
Intensiv,youtube_gold,8,100300,3084,299.5,100378,78
Intensiv,youtube_gold,9,100307,3084,299.6,100385,78
Intensiv,youtube_gold,10,100550,3093,299.8,100644,94
Balancuar,youtube_gold,1,100367,3090,299.8,100439,72
Balancuar,youtube_gold,2,100446,3092,299.86,100518,72
Balancuar,youtube_gold,3,100301,3082,299.81,100365,64
Balancuar,youtube_gold,4,100321,3084,299.83,100399,78
Balancuar,youtube_gold,5,100292,3084,299.66,100370,78
Balancuar,youtube_gold,6,100502,3101,299.81,100553,51
Balancuar,youtube_gold,7,100359,3084,299.83,100406,47
Balancuar,youtube_gold,8,100298,3084,299.81,100383,85
Balancuar,youtube_gold,9,100342,3084,299.71,100389,47
Balancuar,youtube_gold,10,100454,3091,299.81,100522,68
Default,youtube_premium,1,56054,684,299.19,56689,635
Default,youtube_premium,2,56829,689,299.44,57147,318
Default,youtube_premium,3,57091,685,299.49,57527,436
Default,youtube_premium,4,57102,688,299.52,57450,348
Default,youtube_premium,5,56529,692,299.78,56719,190
Default,youtube_premium,6,56788,683,299.78,56929,141
Default,youtube_premium,7,56892,692,299.47,57160,268
Default,youtube_premium,8,56154,661,299.53,56634,480
Default,youtube_premium,9,56254,677,295.13,56788,534
Default,youtube_premium,10,56458,680,299.46,56848,390
Explorues,youtube_premium,1,56154,685,299.46,56757,603
Explorues,youtube_premium,2,56709,691,299.46,57141,432
Explorues,youtube_premium,3,55798,671,299.47,56188,390
Explorues,youtube_premium,4,57429,681,299.46,57980,551
Explorues,youtube_premium,5,56022,687,299.77,56426,404
Explorues,youtube_premium,6,56288,686,299.79,56658,370
Explorues,youtube_premium,7,55952,689,299.63,56530,578
Explorues,youtube_premium,8,55619,675,299.44,56046,427
Explorues,youtube_premium,9,56139,669,295.83,56561,422
Explorues,youtube_premium,10,56319,680,299.13,56402,83
Intensiv,youtube_premium,1,56196,684,299.8,56523,327
Intensiv,youtube_premium,2,57524,702,299.49,57766,242
Intensiv,youtube_premium,3,57057,687,299.69,57531,474
Intensiv,youtube_premium,4,56818,680,299.64,56997,179
Intensiv,youtube_premium,5,56499,680,299.47,56837,338
Intensiv,youtube_premium,6,56696,682,299.46,57135,439
Intensiv,youtube_premium,7,57954,706,299.44,58263,309
Intensiv,youtube_premium,8,56864,676,299.55,57095,231
Intensiv,youtube_premium,9,56414,681,299.47,56834,420
Intensiv,youtube_premium,10,57260,684,298.47,57308,48
Balancuar,youtube_premium,1,56985,684,299.52,57172,187
Balancuar,youtube_premium,2,56970,692,299.78,57209,239
Balancuar,youtube_premium,3,56065,675,299.44,56629,564
Balancuar,youtube_premium,4,57345,693,299.49,57712,367
Balancuar,youtube_premium,5,56900,685,299.78,57119,219
Balancuar,youtube_premium,6,57081,688,299.78,57365,284
Balancuar,youtube_premium,7,57453,699,299.72,57693,240
Balancuar,youtube_premium,8,56500,683,299.78,56856,356
Balancuar,youtube_premium,9,57101,691,299.47,57450,349
Balancuar,youtube_premium,10,56730,681,299.44,57101,371
